"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","CB","tempID","age","sex","success","question_order","condition","key","correct"
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","171","114343","0.0-5.0-3.0-1.42","2","crgw5ufzfv03","25","男性","","","","",""
"570.9999999999854","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","172","114914","0.0-5.0-3.0-2.42","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","173","115415","0.0-5.0-3.0-0.43","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","174","115916","0.0-5.0-3.0-1.43","2","crgw5ufzfv03","25","男性","","","","",""
"484","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","175","116400","0.0-5.0-3.0-2.43","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","176","116902","0.0-5.0-3.0-0.44","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","177","117403","0.0-5.0-3.0-1.44","2","crgw5ufzfv03","25","男性","","","","",""
"436.00000000001455","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","178","117840","0.0-5.0-3.0-2.44","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","179","118341","0.0-5.0-3.0-0.45","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","180","118842","0.0-5.0-3.0-1.45","2","crgw5ufzfv03","25","男性","","","","",""
"512","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","181","119355","0.0-5.0-3.0-2.45","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","182","119856","0.0-5.0-3.0-0.46","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","183","120357","0.0-5.0-3.0-1.46","2","crgw5ufzfv03","25","男性","","","","",""
"482","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","184","120840","0.0-5.0-3.0-2.46","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","185","121341","0.0-5.0-3.0-0.47","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","186","121843","0.0-5.0-3.0-1.47","2","crgw5ufzfv03","25","男性","","","","",""
"571","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","187","122415","0.0-5.0-3.0-2.47","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","188","122916","0.0-5.0-3.0-0.48","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","189","123418","0.0-5.0-3.0-1.48","2","crgw5ufzfv03","25","男性","","","","",""
"406.00000000001455","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","190","123825","0.0-5.0-3.0-2.48","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","191","124326","0.0-5.0-3.0-0.49","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","192","124826","0.0-5.0-3.0-1.49","2","crgw5ufzfv03","25","男性","","","","",""
"498.00000000001455","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","193","125325","0.0-5.0-3.0-2.49","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","194","125826","0.0-5.0-3.0-0.50","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","195","126327","0.0-5.0-3.0-1.50","2","crgw5ufzfv03","25","男性","","","","",""
"587","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","196","126915","0.0-5.0-3.0-2.50","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","197","127415","0.0-5.0-3.0-0.51","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","198","127917","0.0-5.0-3.0-1.51","2","crgw5ufzfv03","25","男性","","","","",""
"587.0000000000146","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","199","128505","0.0-5.0-3.0-2.51","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","200","129006","0.0-5.0-3.0-0.52","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","201","129508","0.0-5.0-3.0-1.52","2","crgw5ufzfv03","25","男性","","","","",""
"706","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","202","130215","0.0-5.0-3.0-2.52","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","203","130715","0.0-5.0-3.0-0.53","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","204","131217","0.0-5.0-3.0-1.53","2","crgw5ufzfv03","25","男性","","","","",""
"482","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","205","131700","0.0-5.0-3.0-2.53","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","206","132201","0.0-5.0-3.0-0.54","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","207","132703","0.0-5.0-3.0-1.54","2","crgw5ufzfv03","25","男性","","","","",""
"526","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","208","133230","0.0-5.0-3.0-2.54","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","209","133731","0.0-5.0-3.0-0.55","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","210","134233","0.0-5.0-3.0-1.55","2","crgw5ufzfv03","25","男性","","","","",""
"557.0000000000291","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","211","134790","0.0-5.0-3.0-2.55","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","212","135291","0.0-5.0-3.0-0.56","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","213","135793","0.0-5.0-3.0-1.56","2","crgw5ufzfv03","25","男性","","","","",""
"527","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","214","136320","0.0-5.0-3.0-2.56","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","215","136821","0.0-5.0-3.0-0.57","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","216","137321","0.0-5.0-3.0-1.57","2","crgw5ufzfv03","25","男性","","","","",""
"408","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","217","137730","0.0-5.0-3.0-2.57","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","218","138232","0.0-5.0-3.0-0.58","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","219","138733","0.0-5.0-3.0-1.58","2","crgw5ufzfv03","25","男性","","","","",""
"496","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","220","139230","0.0-5.0-3.0-2.58","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","221","139730","0.0-5.0-3.0-0.59","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","222","140232","0.0-5.0-3.0-1.59","2","crgw5ufzfv03","25","男性","","","","",""
"438","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","223","140670","0.0-5.0-3.0-2.59","2","crgw5ufzfv03","25","男性","","","中性","f","1"
